,report_date,case_status,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-15T00:00:00.000,Confirmed,153117,11602,3149
1,2020-10-15T00:00:00.000,Probable,9824,102,239
2,2020-10-14T00:00:00.000,Confirmed,152039,11526,3141
3,2020-10-14T00:00:00.000,Probable,9571,102,240
4,2020-10-13T00:00:00.000,Confirmed,151357,11497,3132
5,2020-10-13T00:00:00.000,Probable,9448,101,240
6,2020-10-12T00:00:00.000,Confirmed,150321,11453,3122
7,2020-10-12T00:00:00.000,Probable,9249,100,239
8,2020-10-11T00:00:00.000,Confirmed,149631,11421,3120
9,2020-10-11T00:00:00.000,Probable,9085,98,238
10,2020-10-10T00:00:00.000,Confirmed,148933,11405,3116
11,2020-10-10T00:00:00.000,Probable,8972,96,238
12,2020-10-09T00:00:00.000,Confirmed,147928,11352,3110
13,2020-10-09T00:00:00.000,Probable,8721,95,234
14,2020-10-08T00:00:00.000,Confirmed,146957,11299,3097
15,2020-10-08T00:00:00.000,Probable,8578,94,231
16,2020-10-07T00:00:00.000,Confirmed,145462,11252,3088
17,2020-10-07T00:00:00.000,Probable,8229,93,215
18,2020-10-06T00:00:00.000,Confirmed,144987,11222,3077
19,2020-10-06T00:00:00.000,Probable,8195,94,214
20,2020-10-05T00:00:00.000,Confirmed,144439,11167,3063
21,2020-10-05T00:00:00.000,Probable,8118,92,213
22,2020-10-04T00:00:00.000,Confirmed,143883,11130,3060
23,2020-10-04T00:00:00.000,Probable,7987,91,213
24,2020-10-03T00:00:00.000,Confirmed,142923,11102,3057
25,2020-10-03T00:00:00.000,Probable,7880,89,213
26,2020-10-02T00:00:00.000,Confirmed,141850,11051,3037
27,2020-10-02T00:00:00.000,Probable,7837,89,213
28,2020-10-01T00:00:00.000,Confirmed,140990,11006,3015
29,2020-10-01T00:00:00.000,Probable,7731,86,213
30,2020-09-30T00:00:00.000,Confirmed,140614,10956,2995
31,2020-09-30T00:00:00.000,Probable,7657,85,213
32,2020-09-29T00:00:00.000,Confirmed,139961,10894,2976
33,2020-09-29T00:00:00.000,Probable,7555,84,211
34,2020-09-28T00:00:00.000,Confirmed,139144,10832,2962
35,2020-09-28T00:00:00.000,Probable,7449,84,210
36,2020-09-27T00:00:00.000,Confirmed,138734,10804,2951
37,2020-09-27T00:00:00.000,Probable,7410,85,208
38,2020-09-26T00:00:00.000,Confirmed,138173,10778,2937
39,2020-09-26T00:00:00.000,Probable,7235,85,207
40,2020-09-25T00:00:00.000,Confirmed,137283,10721,2930
41,2020-09-25T00:00:00.000,Probable,7150,85,206
42,2020-09-24T00:00:00.000,Confirmed,136448,10684,2907
43,2020-09-24T00:00:00.000,Probable,7044,85,206
44,2020-09-23T00:00:00.000,Confirmed,135626,10634,2882
45,2020-09-23T00:00:00.000,Probable,6964,84,207
46,2020-09-22T00:00:00.000,Confirmed,135101,10592,2853
47,2020-09-22T00:00:00.000,Probable,6909,83,207
48,2020-09-21T00:00:00.000,Confirmed,134301,10531,2816
49,2020-09-21T00:00:00.000,Probable,6837,82,205
50,2020-09-20T00:00:00.000,Confirmed,133722,10510,2811
51,2020-09-20T00:00:00.000,Probable,6789,81,204
52,2020-09-19T00:00:00.000,Confirmed,132966,10484,2787
53,2020-09-19T00:00:00.000,Probable,6689,78,203
54,2020-09-18T00:00:00.000,Confirmed,132090,10445,2755
55,2020-09-18T00:00:00.000,Probable,6612,75,194
56,2020-09-17T00:00:00.000,Confirmed,130960,10393,2734
57,2020-09-17T00:00:00.000,Probable,6500,71,186
58,2020-09-16T00:00:00.000,Confirmed,129963,10318,2711
59,2020-09-16T00:00:00.000,Probable,6396,71,173
60,2020-09-15T00:00:00.000,Confirmed,129259,10267,2691
61,2020-09-15T00:00:00.000,Probable,6255,70,148
62,2020-09-14T00:00:00.000,Confirmed,128400,10223,2607
63,2020-09-14T00:00:00.000,Probable,6171,70,136
64,2020-09-13T00:00:00.000,Confirmed,127672,10175,2591
65,2020-09-13T00:00:00.000,Probable,6142,69,133
66,2020-09-12T00:00:00.000,Confirmed,126850,10149,2589
67,2020-09-12T00:00:00.000,Probable,6090,69,133
68,2020-09-11T00:00:00.000,Confirmed,125703,10085,2578
69,2020-09-11T00:00:00.000,Probable,5937,70,133
70,2020-09-10T00:00:00.000,Confirmed,124619,10015,2575
71,2020-09-10T00:00:00.000,Probable,5906,70,133
72,2020-09-09T00:00:00.000,Confirmed,123488,9938,2564
73,2020-09-09T00:00:00.000,Probable,5801,70,133
74,2020-09-08T00:00:00.000,Confirmed,122711,9863,2553
75,2020-09-08T00:00:00.000,Probable,5696,69,133
76,2020-09-07T00:00:00.000,Confirmed,121919,9833,2551
77,2020-09-07T00:00:00.000,Probable,5652,69,133
78,2020-09-06T00:00:00.000,Confirmed,121317,9812,2545
79,2020-09-06T00:00:00.000,Probable,5609,69,133
80,2020-09-05T00:00:00.000,Confirmed,120191,9781,2544
81,2020-09-05T00:00:00.000,Probable,5536,68,133
82,2020-09-04T00:00:00.000,Confirmed,119259,9730,2529
83,2020-09-04T00:00:00.000,Probable,5520,68,133
84,2020-09-03T00:00:00.000,Confirmed,118190,9673,2519
85,2020-09-03T00:00:00.000,Probable,5478,68,133
86,2020-09-02T00:00:00.000,Confirmed,117141,9610,2508
87,2020-09-02T00:00:00.000,Probable,5401,68,133
88,2020-09-01T00:00:00.000,Confirmed,116294,9555,2479
89,2020-09-01T00:00:00.000,Probable,5321,66,133
90,2020-08-31T00:00:00.000,Confirmed,115334,9504,2447
91,2020-08-31T00:00:00.000,Probable,5260,65,133
92,2020-08-30T00:00:00.000,Confirmed,114514,9490,2436
