,report_date,health_district,age_group,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-11-26T00:00:00.000,Alexandria,0-9,369,3,0
1,2020-11-26T00:00:00.000,Alexandria,10-19,354,6,0
2,2020-11-26T00:00:00.000,Alexandria,20-29,1045,9,1
3,2020-11-26T00:00:00.000,Alexandria,30-39,1174,38,2
4,2020-11-26T00:00:00.000,Alexandria,40-49,888,58,1
5,2020-11-26T00:00:00.000,Alexandria,50-59,626,75,14
6,2020-11-26T00:00:00.000,Alexandria,60-69,375,67,5
7,2020-11-26T00:00:00.000,Alexandria,70-79,169,57,21
8,2020-11-26T00:00:00.000,Alexandria,80+,148,41,33
9,2020-11-26T00:00:00.000,Alexandria,Missing,21,0,0
10,2020-11-26T00:00:00.000,Alleghany,0-9,115,0,0
11,2020-11-26T00:00:00.000,Alleghany,10-19,459,2,0
12,2020-11-26T00:00:00.000,Alleghany,20-29,809,3,0
13,2020-11-26T00:00:00.000,Alleghany,30-39,760,9,0
14,2020-11-26T00:00:00.000,Alleghany,40-49,725,12,0
15,2020-11-26T00:00:00.000,Alleghany,50-59,733,17,2
16,2020-11-26T00:00:00.000,Alleghany,60-69,512,35,6
17,2020-11-26T00:00:00.000,Alleghany,70-79,394,46,30
18,2020-11-26T00:00:00.000,Alleghany,80+,346,36,38
19,2020-11-26T00:00:00.000,Alleghany,Missing,15,0,0
20,2020-11-26T00:00:00.000,Arlington,0-9,190,2,0
21,2020-11-26T00:00:00.000,Arlington,10-19,407,6,0
22,2020-11-26T00:00:00.000,Arlington,20-29,1529,26,0
23,2020-11-26T00:00:00.000,Arlington,30-39,1192,57,0
24,2020-11-26T00:00:00.000,Arlington,40-49,934,75,9
25,2020-11-26T00:00:00.000,Arlington,50-59,742,97,9
26,2020-11-26T00:00:00.000,Arlington,60-69,491,112,23
27,2020-11-26T00:00:00.000,Arlington,70-79,264,93,39
28,2020-11-26T00:00:00.000,Arlington,80+,261,103,77
29,2020-11-26T00:00:00.000,Arlington,Missing,38,1,0
30,2020-11-26T00:00:00.000,Central Shenandoah,0-9,227,0,0
31,2020-11-26T00:00:00.000,Central Shenandoah,10-19,1594,2,0
32,2020-11-26T00:00:00.000,Central Shenandoah,20-29,2396,15,0
33,2020-11-26T00:00:00.000,Central Shenandoah,30-39,992,14,1
34,2020-11-26T00:00:00.000,Central Shenandoah,40-49,1025,33,0
35,2020-11-26T00:00:00.000,Central Shenandoah,50-59,1040,59,7
36,2020-11-26T00:00:00.000,Central Shenandoah,60-69,828,82,21
37,2020-11-26T00:00:00.000,Central Shenandoah,70-79,465,91,30
38,2020-11-26T00:00:00.000,Central Shenandoah,80+,371,74,48
39,2020-11-26T00:00:00.000,Central Shenandoah,Missing,23,0,0
40,2020-11-26T00:00:00.000,Central Virginia,0-9,191,0,0
41,2020-11-26T00:00:00.000,Central Virginia,10-19,824,3,0
42,2020-11-26T00:00:00.000,Central Virginia,20-29,1555,10,0
43,2020-11-26T00:00:00.000,Central Virginia,30-39,871,20,0
44,2020-11-26T00:00:00.000,Central Virginia,40-49,859,15,1
45,2020-11-26T00:00:00.000,Central Virginia,50-59,947,27,5
46,2020-11-26T00:00:00.000,Central Virginia,60-69,673,53,10
47,2020-11-26T00:00:00.000,Central Virginia,70-79,463,64,18
48,2020-11-26T00:00:00.000,Central Virginia,80+,293,58,39
49,2020-11-26T00:00:00.000,Central Virginia,Missing,9,0,0
50,2020-11-26T00:00:00.000,Chesapeake,0-9,243,3,0
51,2020-11-26T00:00:00.000,Chesapeake,10-19,537,5,0
52,2020-11-26T00:00:00.000,Chesapeake,20-29,1138,14,0
53,2020-11-26T00:00:00.000,Chesapeake,30-39,1184,30,0
54,2020-11-26T00:00:00.000,Chesapeake,40-49,961,63,1
55,2020-11-26T00:00:00.000,Chesapeake,50-59,897,97,8
56,2020-11-26T00:00:00.000,Chesapeake,60-69,659,124,16
57,2020-11-26T00:00:00.000,Chesapeake,70-79,321,104,16
58,2020-11-26T00:00:00.000,Chesapeake,80+,232,86,39
59,2020-11-26T00:00:00.000,Chesapeake,Missing,48,1,0
60,2020-11-26T00:00:00.000,Chesterfield,0-9,411,6,0
61,2020-11-26T00:00:00.000,Chesterfield,10-19,1020,3,0
62,2020-11-26T00:00:00.000,Chesterfield,20-29,1769,22,0
63,2020-11-26T00:00:00.000,Chesterfield,30-39,1798,51,2
64,2020-11-26T00:00:00.000,Chesterfield,40-49,1605,69,5
65,2020-11-26T00:00:00.000,Chesterfield,50-59,1393,112,8
66,2020-11-26T00:00:00.000,Chesterfield,60-69,899,117,30
67,2020-11-26T00:00:00.000,Chesterfield,70-79,455,88,48
68,2020-11-26T00:00:00.000,Chesterfield,80+,354,68,68
69,2020-11-26T00:00:00.000,Chesterfield,Missing,197,2,0
70,2020-11-26T00:00:00.000,Chickahominy,0-9,96,1,0
71,2020-11-26T00:00:00.000,Chickahominy,10-19,375,0,0
72,2020-11-26T00:00:00.000,Chickahominy,20-29,518,4,0
73,2020-11-26T00:00:00.000,Chickahominy,30-39,454,8,0
74,2020-11-26T00:00:00.000,Chickahominy,40-49,431,19,1
75,2020-11-26T00:00:00.000,Chickahominy,50-59,563,39,1
76,2020-11-26T00:00:00.000,Chickahominy,60-69,370,50,15
77,2020-11-26T00:00:00.000,Chickahominy,70-79,266,49,13
78,2020-11-26T00:00:00.000,Chickahominy,80+,175,66,40
79,2020-11-26T00:00:00.000,Chickahominy,Missing,37,0,0
80,2020-11-26T00:00:00.000,Crater,0-9,141,2,0
81,2020-11-26T00:00:00.000,Crater,10-19,400,3,0
82,2020-11-26T00:00:00.000,Crater,20-29,995,10,0
83,2020-11-26T00:00:00.000,Crater,30-39,1098,16,1
84,2020-11-26T00:00:00.000,Crater,40-49,906,30,1
85,2020-11-26T00:00:00.000,Crater,50-59,1000,67,12
86,2020-11-26T00:00:00.000,Crater,60-69,662,89,27
87,2020-11-26T00:00:00.000,Crater,70-79,379,72,35
88,2020-11-26T00:00:00.000,Crater,80+,238,51,46
89,2020-11-26T00:00:00.000,Crater,Missing,50,0,0
90,2020-11-26T00:00:00.000,Cumberland Plateau,0-9,84,1,0
91,2020-11-26T00:00:00.000,Cumberland Plateau,10-19,295,2,0
92,2020-11-26T00:00:00.000,Cumberland Plateau,20-29,360,0,0
93,2020-11-26T00:00:00.000,Cumberland Plateau,30-39,291,2,0
94,2020-11-26T00:00:00.000,Cumberland Plateau,40-49,345,10,1
95,2020-11-26T00:00:00.000,Cumberland Plateau,50-59,386,33,2
96,2020-11-26T00:00:00.000,Cumberland Plateau,60-69,326,30,5
97,2020-11-26T00:00:00.000,Cumberland Plateau,70-79,213,27,6
98,2020-11-26T00:00:00.000,Cumberland Plateau,80+,89,25,8
99,2020-11-26T00:00:00.000,Cumberland Plateau,Missing,1,0,0
100,2020-11-26T00:00:00.000,Eastern Shore,0-9,34,2,0
101,2020-11-26T00:00:00.000,Eastern Shore,10-19,93,1,0
102,2020-11-26T00:00:00.000,Eastern Shore,20-29,241,6,0
103,2020-11-26T00:00:00.000,Eastern Shore,30-39,299,12,0
104,2020-11-26T00:00:00.000,Eastern Shore,40-49,296,13,2
105,2020-11-26T00:00:00.000,Eastern Shore,50-59,326,32,8
106,2020-11-26T00:00:00.000,Eastern Shore,60-69,231,36,8
107,2020-11-26T00:00:00.000,Eastern Shore,70-79,78,27,13
108,2020-11-26T00:00:00.000,Eastern Shore,80+,60,27,21
109,2020-11-26T00:00:00.000,Eastern Shore,Missing,6,0,0
110,2020-11-26T00:00:00.000,Fairfax,0-9,1465,37,0
111,2020-11-26T00:00:00.000,Fairfax,10-19,2721,37,0
112,2020-11-26T00:00:00.000,Fairfax,20-29,5574,130,3
113,2020-11-26T00:00:00.000,Fairfax,30-39,5622,257,9
114,2020-11-26T00:00:00.000,Fairfax,40-49,5144,381,16
115,2020-11-26T00:00:00.000,Fairfax,50-59,4540,464,48
116,2020-11-26T00:00:00.000,Fairfax,60-69,2714,466,89
117,2020-11-26T00:00:00.000,Fairfax,70-79,1129,349,132
118,2020-11-26T00:00:00.000,Fairfax,80+,1132,414,341
119,2020-11-26T00:00:00.000,Fairfax,Missing,201,7,0
120,2020-11-26T00:00:00.000,Hampton,0-9,91,0,0
121,2020-11-26T00:00:00.000,Hampton,10-19,181,0,0
122,2020-11-26T00:00:00.000,Hampton,20-29,672,4,1
123,2020-11-26T00:00:00.000,Hampton,30-39,483,6,0
124,2020-11-26T00:00:00.000,Hampton,40-49,357,19,1
125,2020-11-26T00:00:00.000,Hampton,50-59,368,24,5
126,2020-11-26T00:00:00.000,Hampton,60-69,260,25,15
127,2020-11-26T00:00:00.000,Hampton,70-79,165,24,6
