,report_date,health_district,number_of_cases,number_of_hospitalizations,number_of_deaths
0,2020-10-22T00:00:00.000,Alexandria,4162,326,75
1,2020-10-22T00:00:00.000,Alleghany,2412,108,33
2,2020-10-22T00:00:00.000,Arlington,4457,524,152
3,2020-10-22T00:00:00.000,Central Shenandoah,6557,290,78
4,2020-10-22T00:00:00.000,Central Virginia,4520,175,58
5,2020-10-22T00:00:00.000,Chesapeake,4806,469,78
6,2020-10-22T00:00:00.000,Chesterfield,7431,445,131
7,2020-10-22T00:00:00.000,Chickahominy,2261,183,57
8,2020-10-22T00:00:00.000,Crater,4896,299,114
9,2020-10-22T00:00:00.000,Cumberland Plateau,1267,81,13
10,2020-10-22T00:00:00.000,Eastern Shore,1520,144,50
11,2020-10-22T00:00:00.000,Fairfax,23245,2247,620
12,2020-10-22T00:00:00.000,Hampton,2071,87,32
13,2020-10-22T00:00:00.000,Henrico,6096,476,227
14,2020-10-22T00:00:00.000,Lenowisco,1328,102,23
15,2020-10-22T00:00:00.000,Lord Fairfax,3773,317,126
16,2020-10-22T00:00:00.000,Loudoun,7680,470,130
17,2020-10-22T00:00:00.000,Mount Rogers,3491,300,144
18,2020-10-22T00:00:00.000,New River,4131,75,28
19,2020-10-22T00:00:00.000,Norfolk,5243,402,85
20,2020-10-22T00:00:00.000,Peninsula,4963,217,91
21,2020-10-22T00:00:00.000,Piedmont,2395,149,55
22,2020-10-22T00:00:00.000,Pittsylvania-Danville,2399,176,58
23,2020-10-22T00:00:00.000,Portsmouth,2762,299,67
24,2020-10-22T00:00:00.000,Prince William,16496,1174,258
25,2020-10-22T00:00:00.000,Rappahannock,5924,425,86
26,2020-10-22T00:00:00.000,Rappahannock Rapidan,2973,190,54
27,2020-10-22T00:00:00.000,Richmond,5176,445,69
28,2020-10-22T00:00:00.000,Roanoke,2517,92,35
29,2020-10-22T00:00:00.000,Southside,1740,90,48
30,2020-10-22T00:00:00.000,Thomas Jefferson,4268,222,76
31,2020-10-22T00:00:00.000,Three Rivers,2187,136,37
32,2020-10-22T00:00:00.000,Virginia Beach,7679,426,103
33,2020-10-22T00:00:00.000,Western Tidewater,4496,226,148
34,2020-10-22T00:00:00.000,West Piedmont,2782,286,85
35,2020-10-21T00:00:00.000,Alexandria,4144,326,75
36,2020-10-21T00:00:00.000,Alleghany,2340,106,33
37,2020-10-21T00:00:00.000,Arlington,4437,522,152
38,2020-10-21T00:00:00.000,Central Shenandoah,6524,290,78
39,2020-10-21T00:00:00.000,Central Virginia,4442,169,58
40,2020-10-21T00:00:00.000,Chesapeake,4780,464,77
41,2020-10-21T00:00:00.000,Chesterfield,7373,445,131
42,2020-10-21T00:00:00.000,Chickahominy,2238,181,57
43,2020-10-21T00:00:00.000,Crater,4859,296,114
44,2020-10-21T00:00:00.000,Cumberland Plateau,1238,79,13
45,2020-10-21T00:00:00.000,Eastern Shore,1517,144,50
46,2020-10-21T00:00:00.000,Fairfax,23081,2242,619
47,2020-10-21T00:00:00.000,Hampton,2064,87,32
48,2020-10-21T00:00:00.000,Henrico,6058,475,227
49,2020-10-21T00:00:00.000,Lenowisco,1300,101,23
50,2020-10-21T00:00:00.000,Lord Fairfax,3741,313,126
51,2020-10-21T00:00:00.000,Loudoun,7634,470,130
52,2020-10-21T00:00:00.000,Mount Rogers,3447,297,144
53,2020-10-21T00:00:00.000,New River,4079,75,28
54,2020-10-21T00:00:00.000,Norfolk,5219,402,84
55,2020-10-21T00:00:00.000,Peninsula,4936,214,91
56,2020-10-21T00:00:00.000,Piedmont,2389,148,54
57,2020-10-21T00:00:00.000,Pittsylvania-Danville,2378,176,57
58,2020-10-21T00:00:00.000,Portsmouth,2741,298,67
59,2020-10-21T00:00:00.000,Prince William,16387,1166,257
60,2020-10-21T00:00:00.000,Rappahannock,5886,425,86
61,2020-10-21T00:00:00.000,Rappahannock Rapidan,2951,188,54
62,2020-10-21T00:00:00.000,Richmond,5145,445,68
63,2020-10-21T00:00:00.000,Roanoke,2478,90,35
64,2020-10-21T00:00:00.000,Southside,1729,90,47
65,2020-10-21T00:00:00.000,Thomas Jefferson,4229,216,76
66,2020-10-21T00:00:00.000,Three Rivers,2166,135,36
67,2020-10-21T00:00:00.000,Virginia Beach,7622,424,103
68,2020-10-21T00:00:00.000,Western Tidewater,4484,227,148
69,2020-10-21T00:00:00.000,West Piedmont,2736,284,85
70,2020-10-20T00:00:00.000,Alexandria,4133,324,75
71,2020-10-20T00:00:00.000,Alleghany,2297,103,32
72,2020-10-20T00:00:00.000,Arlington,4399,520,152
73,2020-10-20T00:00:00.000,Central Shenandoah,6489,291,77
74,2020-10-20T00:00:00.000,Central Virginia,4382,166,56
75,2020-10-20T00:00:00.000,Chesapeake,4763,464,79
76,2020-10-20T00:00:00.000,Chesterfield,7307,442,131
77,2020-10-20T00:00:00.000,Chickahominy,2221,179,56
78,2020-10-20T00:00:00.000,Crater,4849,294,111
79,2020-10-20T00:00:00.000,Cumberland Plateau,1195,77,13
80,2020-10-20T00:00:00.000,Eastern Shore,1516,144,50
81,2020-10-20T00:00:00.000,Fairfax,22999,2239,617
82,2020-10-20T00:00:00.000,Hampton,2058,86,32
83,2020-10-20T00:00:00.000,Henrico,6006,473,227
84,2020-10-20T00:00:00.000,Lenowisco,1268,97,23
85,2020-10-20T00:00:00.000,Lord Fairfax,3708,309,125
86,2020-10-20T00:00:00.000,Loudoun,7599,470,130
87,2020-10-20T00:00:00.000,Mount Rogers,3427,296,142
88,2020-10-20T00:00:00.000,New River,4039,73,28
89,2020-10-20T00:00:00.000,Norfolk,5209,398,84
90,2020-10-20T00:00:00.000,Peninsula,4917,214,91
91,2020-10-20T00:00:00.000,Piedmont,2382,148,54
92,2020-10-20T00:00:00.000,Pittsylvania-Danville,2357,175,56
93,2020-10-20T00:00:00.000,Portsmouth,2730,294,65
94,2020-10-20T00:00:00.000,Prince William,16319,1166,256
95,2020-10-20T00:00:00.000,Rappahannock,5862,424,80
96,2020-10-20T00:00:00.000,Rappahannock Rapidan,2936,185,54
97,2020-10-20T00:00:00.000,Richmond,5134,445,64
98,2020-10-20T00:00:00.000,Roanoke,2445,90,35
99,2020-10-20T00:00:00.000,Southside,1721,90,46
100,2020-10-20T00:00:00.000,Thomas Jefferson,4190,216,76
101,2020-10-20T00:00:00.000,Three Rivers,2142,134,36
102,2020-10-20T00:00:00.000,Virginia Beach,7593,422,102
103,2020-10-20T00:00:00.000,Western Tidewater,4468,226,146
104,2020-10-20T00:00:00.000,West Piedmont,2694,281,84
105,2020-10-19T00:00:00.000,Alexandria,4123,323,75
106,2020-10-19T00:00:00.000,Alleghany,2228,100,30
107,2020-10-19T00:00:00.000,Arlington,4384,519,152
108,2020-10-19T00:00:00.000,Central Shenandoah,6472,291,77
109,2020-10-19T00:00:00.000,Central Virginia,4333,163,54
110,2020-10-19T00:00:00.000,Chesapeake,4748,460,79
111,2020-10-19T00:00:00.000,Chesterfield,7261,439,130
112,2020-10-19T00:00:00.000,Chickahominy,2208,177,56
113,2020-10-19T00:00:00.000,Crater,4839,292,111
114,2020-10-19T00:00:00.000,Cumberland Plateau,1184,76,13
115,2020-10-19T00:00:00.000,Eastern Shore,1514,143,50
116,2020-10-19T00:00:00.000,Fairfax,22916,2239,617
117,2020-10-19T00:00:00.000,Hampton,2039,86,31
118,2020-10-19T00:00:00.000,Henrico,5970,472,224
119,2020-10-19T00:00:00.000,Lenowisco,1242,96,23
120,2020-10-19T00:00:00.000,Lord Fairfax,3674,307,121
121,2020-10-19T00:00:00.000,Loudoun,7576,468,129
122,2020-10-19T00:00:00.000,Mount Rogers,3402,295,139
123,2020-10-19T00:00:00.000,New River,4006,72,28
124,2020-10-19T00:00:00.000,Norfolk,5179,396,84
125,2020-10-19T00:00:00.000,Peninsula,4888,213,89
126,2020-10-19T00:00:00.000,Piedmont,2360,147,53
127,2020-10-19T00:00:00.000,Pittsylvania-Danville,2346,175,55
128,2020-10-19T00:00:00.000,Portsmouth,2724,294,65
129,2020-10-19T00:00:00.000,Prince William,16257,1157,252
130,2020-10-19T00:00:00.000,Rappahannock,5829,421,80
131,2020-10-19T00:00:00.000,Rappahannock Rapidan,2915,184,54
132,2020-10-19T00:00:00.000,Richmond,5109,441,64
133,2020-10-19T00:00:00.000,Roanoke,2385,89,35
134,2020-10-19T00:00:00.000,Southside,1718,90,46
135,2020-10-19T00:00:00.000,Thomas Jefferson,4174,210,76
136,2020-10-19T00:00:00.000,Three Rivers,2158,133,35
137,2020-10-19T00:00:00.000,Virginia Beach,7553,418,102
138,2020-10-19T00:00:00.000,Western Tidewater,4444,220,144
139,2020-10-19T00:00:00.000,West Piedmont,2670,276,84
140,2020-10-18T00:00:00.000,Alexandria,4117,323,74
141,2020-10-18T00:00:00.000,Alleghany,2210,100,30
142,2020-10-18T00:00:00.000,Arlington,4372,518,152
143,2020-10-18T00:00:00.000,Central Shenandoah,6444,291,75
144,2020-10-18T00:00:00.000,Central Virginia,4288,163,54
145,2020-10-18T00:00:00.000,Chesapeake,4730,459,78
146,2020-10-18T00:00:00.000,Chesterfield,7245,439,130
147,2020-10-18T00:00:00.000,Chickahominy,2198,176,55
148,2020-10-18T00:00:00.000,Crater,4791,290,110
149,2020-10-18T00:00:00.000,Cumberland Plateau,1180,75,13
150,2020-10-18T00:00:00.000,Eastern Shore,1512,143,50
151,2020-10-18T00:00:00.000,Fairfax,22846,2236,617
152,2020-10-18T00:00:00.000,Hampton,2033,86,29
153,2020-10-18T00:00:00.000,Henrico,5962,472,222
154,2020-10-18T00:00:00.000,Lenowisco,1228,96,23
155,2020-10-18T00:00:00.000,Lord Fairfax,3642,306,121
156,2020-10-18T00:00:00.000,Loudoun,7558,468,129
157,2020-10-18T00:00:00.000,Mount Rogers,3374,291,136
158,2020-10-18T00:00:00.000,New River,3965,71,28
